"","Org.name","Org.code","Number.to.whom.case.finding.is.applied","Number.of.emergency.admissions","Percentage.to.whom.case.finding.is.applied","Number.who.had.a.diagnostic.assessment","Number.with.positive.case.finding.question","Percentage.with.a..diagnostic.assessment","Number.of.cases.referred","Number.with.a.positive.or.inconclusive.diagnostic.assessment","Percentage.of.cases.referred","month","url","revised"
"651","","","","","","","","","","",""," January 2017 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/06/Dementia-Data-Collection-Q4-2016-17-CSV-36KB.csv",FALSE
"652","","","","","","","","","","",""," January 2017 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/06/Dementia-Data-Collection-Q4-2016-17-CSV-36KB.csv",FALSE
"653","","","","","","","","","","",""," January 2017 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/06/Dementia-Data-Collection-Q4-2016-17-CSV-36KB.csv",FALSE
"654","","","","","","","","","","",""," January 2017 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/06/Dementia-Data-Collection-Q4-2016-17-CSV-36KB.csv",FALSE
"655","","","","","","","","","","",""," January 2017 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/06/Dementia-Data-Collection-Q4-2016-17-CSV-36KB.csv",FALSE
"656","","","","","","","","","","",""," January 2017 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/06/Dementia-Data-Collection-Q4-2016-17-CSV-36KB.csv",FALSE
"657","","","","","","","","","","",""," January 2017 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/06/Dementia-Data-Collection-Q4-2016-17-CSV-36KB.csv",FALSE
"658","AINTREE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST","REM","327","391","84%","38","39","97%","5","5","100%"," February 2017 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/06/Dementia-Data-Collection-Q4-2016-17-CSV-36KB.csv",FALSE
"659","AIREDALE NHS FOUNDATION TRUST","RCF","230","247","93%","12","12","100%","5","5","100%"," February 2017 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/06/Dementia-Data-Collection-Q4-2016-17-CSV-36KB.csv",FALSE
"660","ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST","RTK","148","513","29%","42","46","91%","26","26","100%"," February 2017 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/06/Dementia-Data-Collection-Q4-2016-17-CSV-36KB.csv",FALSE
"661","BARNSLEY HOSPITAL NHS FOUNDATION TRUST","RFF","271","276","98%","36","36","100%","1","1","100%"," February 2017 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/06/Dementia-Data-Collection-Q4-2016-17-CSV-36KB.csv",FALSE
"662","BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST","RDD","414","450","92%","414","450","92%","43","45","96%"," February 2017 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/06/Dementia-Data-Collection-Q4-2016-17-CSV-36KB.csv",FALSE
"663","BIRMINGHAM WOMEN'S NHS FOUNDATION TRUST","RLU","NOT IN MONTH","NOT IN MONTH","-","NOT IN MONTH","NOT IN MONTH","-","NOT IN MONTH","NOT IN MONTH","-"," February 2017 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/06/Dementia-Data-Collection-Q4-2016-17-CSV-36KB.csv",FALSE
"664","BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST","RXL","471","512","92%","58","59","98%","16","16","100%"," February 2017 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/06/Dementia-Data-Collection-Q4-2016-17-CSV-36KB.csv",FALSE
"665","BOLTON NHS FOUNDATION TRUST","RMC","255","266","96%","32","32","100%","24","24","100%"," February 2017 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/06/Dementia-Data-Collection-Q4-2016-17-CSV-36KB.csv",FALSE
"666","BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST","RAE","312","312","100%","0","0","-","0","0","-"," February 2017 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/06/Dementia-Data-Collection-Q4-2016-17-CSV-36KB.csv",FALSE
"667","BURTON HOSPITALS NHS FOUNDATION TRUST","RJF","390","407","96%","0","25","0%","0","0","-"," February 2017 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/06/Dementia-Data-Collection-Q4-2016-17-CSV-36KB.csv",FALSE
"668","CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST","RWY","415","461","90%","86","87","99%","51","51","100%"," February 2017 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/06/Dementia-Data-Collection-Q4-2016-17-CSV-36KB.csv",FALSE
"669","CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST","RGT","543","581","93%","96","111","86%","0","57","0%"," February 2017 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/06/Dementia-Data-Collection-Q4-2016-17-CSV-36KB.csv",FALSE
"670","CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST","RW3","285","315","90%","8","8","100%","1","1","100%"," February 2017 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/06/Dementia-Data-Collection-Q4-2016-17-CSV-36KB.csv",FALSE
"671","CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST","RQM","234","260","90%","20","21","95%","10","10","100%"," February 2017 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/06/Dementia-Data-Collection-Q4-2016-17-CSV-36KB.csv",FALSE
"672","CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST","RFS","283","284","100%","32","32","100%","26","26","100%"," February 2017 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/06/Dementia-Data-Collection-Q4-2016-17-CSV-36KB.csv",FALSE
"673","CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST","RLN","337","337","100%","95","95","100%","68","68","100%"," February 2017 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/06/Dementia-Data-Collection-Q4-2016-17-CSV-36KB.csv",FALSE
"674","COLCHESTER HOSPITAL UNIVERSITY NHS FOUNDATION TRUST","RDE","413","417","99%","114","114","100%","80","81","99%"," February 2017 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/06/Dementia-Data-Collection-Q4-2016-17-CSV-36KB.csv",FALSE
"675","COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST","RJR","258","266","97%","6","7","86%","4","4","100%"," February 2017 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/06/Dementia-Data-Collection-Q4-2016-17-CSV-36KB.csv",FALSE
"676","COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST","RXP","625","692","90%","34","38","89%","4","6","67%"," February 2017 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/06/Dementia-Data-Collection-Q4-2016-17-CSV-36KB.csv",FALSE
"677","DERBY HOSPITALS NHS FOUNDATION TRUST","RTG","417","475","88%","21","66","32%","2","10","20%"," February 2017 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/06/Dementia-Data-Collection-Q4-2016-17-CSV-36KB.csv",FALSE
"678","DONCASTER AND BASSETLAW HOSPITALS NHS FOUNDATION TRUST","RP5","652","720","91%","38","38","100%","11","11","100%"," February 2017 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/06/Dementia-Data-Collection-Q4-2016-17-CSV-36KB.csv",FALSE
"679","DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST","RBD","133","194","69%","24","24","100%","8","20","40%"," February 2017 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/06/Dementia-Data-Collection-Q4-2016-17-CSV-36KB.csv",FALSE
"680","EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST","RVV","764","765","100%","70","78","90%","53","53","100%"," February 2017 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/06/Dementia-Data-Collection-Q4-2016-17-CSV-36KB.csv",FALSE
"681","FRIMLEY HEALTH NHS FOUNDATION TRUST","RDU","730","740","99%","66","69","96%","63","63","100%"," February 2017 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/06/Dementia-Data-Collection-Q4-2016-17-CSV-36KB.csv",FALSE
"682","GATESHEAD HEALTH NHS FOUNDATION TRUST","RR7","40","458","9%","4","4","100%","1","1","100%"," February 2017 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/06/Dementia-Data-Collection-Q4-2016-17-CSV-36KB.csv",FALSE
"683","GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST","RTE","NOT IN MONTH","NOT IN MONTH","-","NOT IN MONTH","NOT IN MONTH","-","NOT IN MONTH","NOT IN MONTH","-"," February 2017 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/06/Dementia-Data-Collection-Q4-2016-17-CSV-36KB.csv",FALSE
"684","GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST","RN3","358","374","96%","71","74","96%","38","38","100%"," February 2017 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/06/Dementia-Data-Collection-Q4-2016-17-CSV-36KB.csv",FALSE
"685","GUY'S AND ST THOMAS' NHS FOUNDATION TRUST","RJ1","145","160","91%","39","51","76%","13","14","93%"," February 2017 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/06/Dementia-Data-Collection-Q4-2016-17-CSV-36KB.csv",FALSE
"686","HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST","RN5","574","578","99%","40","45","89%","21","25","84%"," February 2017 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/06/Dementia-Data-Collection-Q4-2016-17-CSV-36KB.csv",FALSE
"687","HARROGATE AND DISTRICT NHS FOUNDATION TRUST","RCD","144","153","94%","9","9","100%","6","6","100%"," February 2017 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/06/Dementia-Data-Collection-Q4-2016-17-CSV-36KB.csv",FALSE
"688","HEART OF ENGLAND NHS FOUNDATION TRUST","RR1","1187","1323","90%","36","41","88%","10","10","100%"," February 2017 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/06/Dementia-Data-Collection-Q4-2016-17-CSV-36KB.csv",FALSE
"689","HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST","RQX","129","134","96%","33","33","100%","19","19","100%"," February 2017 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/06/Dementia-Data-Collection-Q4-2016-17-CSV-36KB.csv",FALSE
"690","JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST","RGP","237","261","91%","29","32","91%","6","6","100%"," February 2017 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/06/Dementia-Data-Collection-Q4-2016-17-CSV-36KB.csv",FALSE
"691","KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST","RNQ","32","32","100%","21","25","84%","14","17","82%"," February 2017 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/06/Dementia-Data-Collection-Q4-2016-17-CSV-36KB.csv",FALSE
"692","KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST","RJZ","187","191","98%","115","116","99%","64","67","96%"," February 2017 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/06/Dementia-Data-Collection-Q4-2016-17-CSV-36KB.csv",FALSE
"693","KINGSTON HOSPITAL NHS FOUNDATION TRUST","RAX","249","307","81%","51","57","89%","23","28","82%"," February 2017 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/06/Dementia-Data-Collection-Q4-2016-17-CSV-36KB.csv",FALSE
"694","LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST","RXN","377","390","97%","104","104","100%","78","84","93%"," February 2017 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/06/Dementia-Data-Collection-Q4-2016-17-CSV-36KB.csv",FALSE
"695","LIVERPOOL HEART AND CHEST HOSPITAL NHS FOUNDATION TRUST","RBQ","33","35","94%","5","5","100%","2","2","100%"," February 2017 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/06/Dementia-Data-Collection-Q4-2016-17-CSV-36KB.csv",FALSE
"696","LIVERPOOL WOMEN'S NHS FOUNDATION TRUST","REP","1","1","100%","0","0","-","0","0","-"," February 2017 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/06/Dementia-Data-Collection-Q4-2016-17-CSV-36KB.csv",FALSE
"697","LUTON AND DUNSTABLE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST","RC9","339","376","90%","51","54","94%","33","33","100%"," February 2017 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/06/Dementia-Data-Collection-Q4-2016-17-CSV-36KB.csv",FALSE
"698","MEDWAY NHS FOUNDATION TRUST","RPA","328","343","96%","24","24","100%","24","24","100%"," February 2017 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/06/Dementia-Data-Collection-Q4-2016-17-CSV-36KB.csv",FALSE
"699","MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST","RBT","175","190","92%","13","13","100%","13","13","100%"," February 2017 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/06/Dementia-Data-Collection-Q4-2016-17-CSV-36KB.csv",FALSE
"700","MILTON KEYNES HOSPITAL NHS FOUNDATION TRUST","RD8","185","203","91%","67","67","100%","27","27","100%"," February 2017 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/06/Dementia-Data-Collection-Q4-2016-17-CSV-36KB.csv",FALSE
"701","MOORFIELDS EYE HOSPITAL NHS FOUNDATION TRUST","RP6","NIL RETURN","NIL RETURN","-","NIL RETURN","NIL RETURN","-","NIL RETURN","NIL RETURN","-"," February 2017 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/06/Dementia-Data-Collection-Q4-2016-17-CSV-36KB.csv",FALSE
"702","NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST","RM1","566","628","90%","39","89","44%","39","39","100%"," February 2017 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/06/Dementia-Data-Collection-Q4-2016-17-CSV-36KB.csv",FALSE
"703","NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST","RVW","421","421","100%","57","57","100%","16","16","100%"," February 2017 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/06/Dementia-Data-Collection-Q4-2016-17-CSV-36KB.csv",FALSE
"704","NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST","RJL","464","539","86%","22","22","100%","21","21","100%"," February 2017 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/06/Dementia-Data-Collection-Q4-2016-17-CSV-36KB.csv",FALSE
"705","NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST","RTF","361","390","93%","41","43","95%","1","1","100%"," February 2017 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/06/Dementia-Data-Collection-Q4-2016-17-CSV-36KB.csv",FALSE
"706","OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST","RTH","455","746","61%","282","282","100%","111","111","100%"," February 2017 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/06/Dementia-Data-Collection-Q4-2016-17-CSV-36KB.csv",FALSE
"707","PAPWORTH HOSPITAL NHS FOUNDATION TRUST","RGM","3","3","100%","0","0","-","0","0","-"," February 2017 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/06/Dementia-Data-Collection-Q4-2016-17-CSV-36KB.csv",FALSE
"708","PETERBOROUGH AND STAMFORD HOSPITALS NHS FOUNDATION TRUST","RGN","323","329","98%","276","276","100%","92","92","100%"," February 2017 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/06/Dementia-Data-Collection-Q4-2016-17-CSV-36KB.csv",FALSE
"709","POOLE HOSPITAL NHS FOUNDATION TRUST","RD3","611","665","92%","106","106","100%","61","61","100%"," February 2017 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/06/Dementia-Data-Collection-Q4-2016-17-CSV-36KB.csv",FALSE
"710","QUEEN VICTORIA HOSPITAL NHS FOUNDATION TRUST","RPC","10","11","91%","0","0","-","0","0","-"," February 2017 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/06/Dementia-Data-Collection-Q4-2016-17-CSV-36KB.csv",FALSE
"711","ROYAL BERKSHIRE NHS FOUNDATION TRUST","RHW","326","339","96%","44","44","100%","35","35","100%"," February 2017 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/06/Dementia-Data-Collection-Q4-2016-17-CSV-36KB.csv",FALSE
"712","ROYAL BROMPTON & HAREFIELD NHS FOUNDATION TRUST","RT3","46","51","90%","3","3","100%","0","0","-"," February 2017 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/06/Dementia-Data-Collection-Q4-2016-17-CSV-36KB.csv",FALSE
"713","ROYAL DEVON AND EXETER NHS FOUNDATION TRUST","RH8","470","515","91%","433","433","100%","210","210","100%"," February 2017 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/06/Dementia-Data-Collection-Q4-2016-17-CSV-36KB.csv",FALSE
"714","ROYAL FREE LONDON NHS FOUNDATION TRUST","RAL","522","613","85%","199","227","88%","146","146","100%"," February 2017 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/06/Dementia-Data-Collection-Q4-2016-17-CSV-36KB.csv",FALSE
"715","ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST","RA2","195","201","97%","33","35","94%","30","31","97%"," February 2017 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/06/Dementia-Data-Collection-Q4-2016-17-CSV-36KB.csv",FALSE
"716","ROYAL UNITED HOSPITAL BATH NHS FOUNDATION TRUST","RD1","444","519","86%","35","36","97%","8","8","100%"," February 2017 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/06/Dementia-Data-Collection-Q4-2016-17-CSV-36KB.csv",FALSE
"717","SALFORD ROYAL NHS FOUNDATION TRUST","RM3","332","337","99%","63","67","94%","1","1","100%"," February 2017 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/06/Dementia-Data-Collection-Q4-2016-17-CSV-36KB.csv",FALSE
"718","SALISBURY NHS FOUNDATION TRUST","RNZ","134","153","88%","16","16","100%","15","15","100%"," February 2017 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/06/Dementia-Data-Collection-Q4-2016-17-CSV-36KB.csv",FALSE
"719","SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST","RHQ","798","830","96%","282","282","100%","135","135","100%"," February 2017 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/06/Dementia-Data-Collection-Q4-2016-17-CSV-36KB.csv",FALSE
"720","SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST","RK5","439","479","92%","8","8","100%","7","8","88%"," February 2017 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/06/Dementia-Data-Collection-Q4-2016-17-CSV-36KB.csv",FALSE
"721","SOUTH TEES HOSPITALS NHS FOUNDATION TRUST","RTR","397","423","94%","57","58","98%","30","30","100%"," February 2017 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/06/Dementia-Data-Collection-Q4-2016-17-CSV-36KB.csv",FALSE
"722","SOUTH TYNESIDE NHS FOUNDATION TRUST","RE9","223","277","81%","10","13","77%","4","5","80%"," February 2017 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/06/Dementia-Data-Collection-Q4-2016-17-CSV-36KB.csv",FALSE
"723","SOUTH WARWICKSHIRE NHS FOUNDATION TRUST","RJC","189","209","90%","22","23","96%","12","13","92%"," February 2017 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/06/Dementia-Data-Collection-Q4-2016-17-CSV-36KB.csv",FALSE
"724","SOUTHEND UNIVERSITY HOSPITAL NHS FOUNDATION TRUST","RAJ","372","372","100%","76","77","99%","44","44","100%"," February 2017 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/06/Dementia-Data-Collection-Q4-2016-17-CSV-36KB.csv",FALSE
"725","ST GEORGE'S HEALTHCARE NHS FOUNDATION TRUST","RJ7","NOT IN MONTH","NOT IN MONTH","-","NOT IN MONTH","NOT IN MONTH","-","NOT IN MONTH","NOT IN MONTH","-"," February 2017 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/06/Dementia-Data-Collection-Q4-2016-17-CSV-36KB.csv",FALSE
"726","STOCKPORT NHS FOUNDATION TRUST","RWJ","376","391","96%","39","42","93%","28","28","100%"," February 2017 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/06/Dementia-Data-Collection-Q4-2016-17-CSV-36KB.csv",FALSE
"727","TAMESIDE HOSPITAL NHS FOUNDATION TRUST","RMP","347","348","100%","9","9","100%","2","2","100%"," February 2017 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/06/Dementia-Data-Collection-Q4-2016-17-CSV-36KB.csv",FALSE
"728","TAUNTON AND SOMERSET NHS FOUNDATION TRUST","RBA","405","479","85%","5","5","100%","1","1","100%"," February 2017 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/06/Dementia-Data-Collection-Q4-2016-17-CSV-36KB.csv",FALSE
"729","THE CHRISTIE NHS FOUNDATION TRUST","RBV","19","21","90%","0","0","-","0","0","-"," February 2017 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/06/Dementia-Data-Collection-Q4-2016-17-CSV-36KB.csv",FALSE
