"","artist","col2","title","col4","year","medium","col7","Accession_num","unknown_code","acquisition_method","on_display_at","area","area_code","on_display_duplicate","postcode","keywords","col17","col18","col19","col20","col21","col22"
"1134","McBey, James, 1883–1959","NULL","Miss Gillespie","NULL","1901","oil on canvas","NULL","ABDAG002402","ABD_AAG_002402","presented by Marguerite McBey, 1960","Aberdeen Art Gallery & Museums","Aberdeen","ABD","NULL","NULL","Collar, Dress, Hair, Hairdo, Hairstyle, High Collar, Lace, Lady, Profile, Woman","NULL","NULL",NA,NA,NA,NA
"1135","McBey, James, 1883–1959","NULL","James Hutcheon (d.c.1933)","NULL","1922","oil on canvas","NULL","ABDAG002943","ABD_AAG_002943","bequeathed by the sitter, 1933","Aberdeen Art Gallery & Museums","Aberdeen","ABD","NULL","NULL","Bald, Collar, Establishment, Grey, Hand, Jacket, Man, Moustache, Pocket, Portly, Reliable, Solid, Suit, Wousted","NULL","NULL",NA,NA,NA,NA
"1136","McBey, James, 1883–1959","NULL","James Hutcheon (d.c.1933)","(study)","1922","oil on panel","NULL","ABDAG002945","ABD_AAG_2945","presented by Marguerite McBey, 1960","Aberdeen Art Gallery & Museums","Aberdeen","ABD","NULL","NULL","Bald, Chair, Hand, Jacket, Man, Moustache, Mustache, Portrait","NULL","NULL",NA,NA,NA,NA
"1137","McBey, James, 1883–1959","NULL","Harvest, Angus","(recto)","1936","oil on canvas","NULL","ABDAG005011","ABD_AAG_005011","presented by Marguerite McBey, 1961","Aberdeen Art Gallery & Museums","Aberdeen","ABD","NULL","NULL","Agriculture, Building, Corn, Cornfield, Costume, Cottage, Countryside, Crop, Farm, Farmer, Farmhand, Farmhouse, Field, Harvest, Harvester, Hat, Hay, Hill, Horse, House, Labourer, Landscape, Man, Mountain, Pipe, Plough, Sky, Stook, Tree, Trees, Work, Worker","NULL","NULL",NA,NA,NA,NA
"1138","McBey, James, 1883–1959","NULL","Volendam Girl","NULL","1910","oil on canvas","NULL","ABDAG007833","ABD_AAG_007833","presented by Miss Elspeth Reid, 1987","Aberdeen Art Gallery & Museums","Aberdeen","ABD","NULL","NULL","Apron, Building, Cap, Clog, Costume, Dress, Dutch, Girl, Hat, Headscarf, Portrait","NULL","NULL",NA,NA,NA,NA
"1139","McBey, James, 1883–1959","NULL","Dutch Girl with Sunflowers","NULL","1910","oil on canvas","NULL","ABDAG007834","ABD_AAG_007834","presented by Miss Elspeth Reid, 1987","Aberdeen Art Gallery & Museums","Aberdeen","ABD","NULL","NULL","Button, Costume, Dress, Dutch Cap, Dutch Girl, Dutch Hat, Flower, Girl, Hand, Hat, Jacket, Leaf, Sunflower","NULL","NULL",NA,NA,NA,NA
"1140","McBey, James, 1883–1959","NULL","The Musician","NULL","1896","oil on canvas on card","NULL","ABDAG011626","ABD_AAG_011626","presented by Marguerite McBey, 1961","Aberdeen Art Gallery & Museums","Aberdeen","ABD","NULL","NULL","Bassoon, Blow, Chair, Man, Music Stand, Musical Instrument, Musician, Puff, Saxophone, Shirt, Tuba, Waistcoat","NULL","NULL",NA,NA,NA,NA
"1141","McBey, James, 1883–1959","NULL","Thomas Mcquicker","(sketch)","","oil & pencil on brown paper","NULL","ABDAG001859","ABD_AAG_001859","presented by Marguerite McBey, 1961","Aberdeen Art Gallery & Museums","Aberdeen","ABD","NULL","NULL","Book, Chair, Clock, Desk, Door, Fireplace, Inkstand, Inkwell, Man, Mantelpiece, Mantlepiece, Necktie, Paper, Picture, Shirt, Sketch, Spectacles, Study, Suit, Telephone","NULL","NULL",NA,NA,NA,NA
"1142","McBey, James, 1883–1959","NULL","Venetian Scene, Doge's Palace and St Mark's","NULL","","oil on canvas on board","NULL","ABDAG002404","ABD_AAG_002404","presented by Marguerite McBey, 1960","Aberdeen Art Gallery & Museums","Aberdeen","ABD","NULL","NULL","Building","NULL","NULL",NA,NA,NA,NA
"1143","McBey, James, 1883–1959","NULL","Algerian Street Scene","(verso) (unfinished)","1936","oil on canvas","1","ABDAG005011(reverse)","ABD_AAG_ABDAG005011(reverse)","presented by Marguerite McBey, 1961, not available at the time of photography","Aberdeen Art Gallery & Museums","Aberdeen","ABD","NULL","NULL","NULL","NULL","NULL",NA,NA,NA,NA
"1144","McBey, James, 1883–1959","NULL","Venice","NULL","1924","oil on canvas","NULL","ABDAG005033","ABD_AAG_ABDAG005033","purchased, 1936","Aberdeen Art Gallery & Museums","Aberdeen","ABD","NULL","NULL","NULL","NULL","NULL",NA,NA,NA,NA
"1145","McClure, David, 1926–1998","NULL","Black Studio","NULL","1969","oil on canvas","NULL","ABDAG013608","ABD_AAG_ag013608","Scottish Arts Council Collection Bequest, 1997","Aberdeen Art Gallery & Museums","Aberdeen","ABD","NULL","NULL","Armchair, Black, Carpet, Chair, Chicken Motif, Curtain, Easel, Flower, Flower Vase, Folding Table, French Window, Interior, Lamp, Magazine, Model, Paint, Paintbrush, Painting, Palette, Picture, Rug, Studio, Table, Table Lamp, Vase, Window, Woman","NULL","NULL",NA,NA,NA,NA
"1146","McClure, David, 1926–1998","NULL","Flowers with a Giraffe","NULL","1959","oil on board","NULL","ABDAG004454","ABD_AAG_004454","purchased with income from the Macdonald Bequest, 1959","Aberdeen Art Gallery & Museums","Aberdeen","ABD","NULL","NULL","Bird, Bowl, Flower, Giraffe, Green, Jug, Leaf, Ornament, Still Life, Stripe, Table, Vase","NULL","NULL",NA,NA,NA,NA
"1147","McCoig, Malcolm, b.1941","NULL","Cliff outside the Window","NULL","1974","mixed media on paper","NULL","ABDAG013609","ABD_AAG_ag013609","Scottish Arts Council Collection Bequest, 1997","Aberdeen Art Gallery & Museums","Aberdeen","ABD","NULL","NULL","Abstract, Brown, Circle, Cliff, Curtain, Pattern, Shape, Wallpaper, Window","NULL","NULL",NA,NA,NA,NA
"1148","McCulloch, Horatio, 1805–1867","NULL","Seascape with a Castle and Figures","NULL","1850","oil on panel","NULL","ABDAG008101","ABD_AAG_AG008101","bequeathed by George Dominic Robinson with the assistance of the National Art Collections Fund, 1988","Aberdeen Art Gallery & Museums","Aberdeen","ABD","NULL","NULL","Beach, Castle, Cliff, Cloud, Coast, People, Rock, Rocks, Sand, Sea, Seascape, Shore, Sky, Sunset, Wave","NULL","NULL",NA,NA,NA,NA
"1149","McDougall, Lily Martha Maud, 1875–1958","NULL","The Grand Bouquet","NULL","","oil on canvas","0","ABDAG004457","ABD_AAG_ag004457","purchased with income from the Macdonald Bequest, 1955","Aberdeen Art Gallery & Museums","Aberdeen","ABD","NULL","NULL","NULL","NULL","NULL",NA,NA,NA,NA
"1150","McEvoy, Ambrose, 1878–1927","NULL","La reprise","NULL","1912","oil on canvas","NULL","ABDAG004458","ABD_AAG_AG004458","presented by the Contemporary Art Society, 1924","Aberdeen Art Gallery & Museums","Aberdeen","ABD","NULL","NULL","Chair, Clothing, Dish, Fabric, Fruit, Grape, Green, Hair, Interior, Jug, Necklace, Orange, Painting, Picture, Pitcher, Seascape, Table, Tablecloth, Vase, Wall, Woman","NULL","NULL",NA,NA,NA,NA
"1151","McEvoy, Ambrose, 1878–1927","NULL","Sir James Taggart, KBE, Lord Provost of Aberdeen (1914–1919)","NULL","1917","oil on canvas","NULL","ABDAG002844","ABD_AAG_ag002844","presented by subscribers, 1917; curatorial care, City of Aberdeen Collection","Aberdeen Art Gallery & Museums","Aberdeen","ABD","NULL","NULL","Badge, Belt, Button, Cap, Coat, Great Coat, Greatcoat, Hat, Insignia, Man, Moustache, Officer, Portrait, Sam Browne, Sam Browne Belt, Soldier, Tiredness, Uniform","NULL","NULL",NA,NA,NA,NA
"1152","McGlashan, Barry James, b.1974","NULL","Scene from an Imaginary Play","NULL","1996","oil on canvas","NULL","ABDAG011959","ABD_AAG_ag011959","purchased with the assistance of the National Fund for Acquisitions, 1996","Aberdeen Art Gallery & Museums","Aberdeen","ABD","NULL","NULL","Actor, Arm, Artificial, Awning, Cactus, Cape, Chase, Clothes, Cloud, Coat, Cold, Costume, Curtain, Drama, Dreamlike, Footlights, Grey, Hand, Helmet, Hill, Hunch, Imaginary, Man, Mask, Mist, Palm, Palm Tree, People, Play, Pole, Scene, Scenery, Shadow, Smoke, Snow, Stage, Theatre, Tree, Veil, Windy","NULL","NULL",NA,NA,NA,NA
"1153","McGlashan, Archibald A., 1888–1980","NULL","Still Life","NULL","1948","oil on canvas","NULL","ABDAG002848","ABD_AAG_AG002848","purchased with income from the Macdonald Bequest, 1951","Aberdeen Art Gallery & Museums","Aberdeen","ABD","NULL","NULL","Bowl, Chair, Cloth, Dish, Fruit, Jar, Jug, Orange, Pear, Plate, Pot, Still Life, Table, Vase, Wall","NULL","NULL",NA,NA,NA,NA
"1154","McGlashan, Archibald A., 1888–1980","NULL","Head of a Child","NULL","","oil on canvas","0","ABDAG002847","ABD_AAG_ag002847","purchased with income from the Macdonald Bequest, 1940","Aberdeen Art Gallery & Museums","Aberdeen","ABD","NULL","NULL","NULL","NULL","NULL",NA,NA,NA,NA
"1155","McGregor, Robert, 1847–1922","NULL","Les moulières, Villerville, France","NULL","c.1902","oil on canvas","NULL","ABDAG002849","ABD_AAG_ag002849","presented by Sir James Murray, 1910","Aberdeen Art Gallery & Museums","Aberdeen","ABD","NULL","NULL","Apron, Baby, Basket, Baskets, Blouse, Boat, Bonnet, Child, Clog, Dress, Headscarf, Mussel, Pebble, Rock, Scarf, Sea, Seashore, Seaweed, Shore, Skirt, Sky, Woman, Women, Womenfolk","NULL","NULL",NA,NA,NA,NA
"1156","McIntyre, Keith, b.1959","NULL","The Guddler","NULL","1986","acrylic on canvas","1","ABDAG007560","ABD_AAG_ABDAG007560","purchased with the assistance of the National Fund for Acquisitions, 1986, not available at the time of photography","Aberdeen Art Gallery & Museums","Aberdeen","ABD","NULL","NULL","NULL","NULL","NULL",NA,NA,NA,NA
"1157","McLaughlin, Brian, b.1966","NULL","Self Portrait","NULL","1992","oil on board","NULL","ABDAG010589","ABD_AAG_ag010589","purchased with the assistance of the National Fund for Acquisitions, 1992","Aberdeen Art Gallery & Museums","Aberdeen","ABD","NULL","NULL","Artist, Ear, Face, Hair, Jacket, Man, Mouth, Neck, Nose, Portrait, Self Portrait, T-shirt","NULL","NULL",NA,NA,NA,NA
"1158","McLean, Bruce, b.1944","NULL","Untitled","NULL","1981","acrylic & crayon on photographic paper","NULL","ABDAG009516","ABD_AAG_ag009516","purchased with the assistance of the National Fund for Acquisitions, 1990","Aberdeen Art Gallery & Museums","Aberdeen","ABD","NULL","NULL","NULL","NULL","NULL",NA,NA,NA,NA
"1159","McNeil, Hector, b.1950","NULL","What a Stramash","NULL","c.1995","oil on canvas","NULL","ABDAG011519","ABD_AAG_ag011519","purchased with the assistance of the National Fund for Acquisitions, 1995","Aberdeen Art Gallery & Museums","Aberdeen","ABD","NULL","NULL","Building, Dark, Farm, Farmer, Field, Gallop, Haystack, Horse, House, Lightening, Lightning, Man, Night, Path, Road, Running, Storm, Stramash, Tree","NULL","NULL",NA,NA,NA,NA
"1160","McRae, Jennifer, b.1959","NULL","Paul Anderson (b.1970)","NULL","2002","oil on canvas","NULL","ABDAG014126","ABD_AAG_ag014126","purchased with the assistance of the National Fund for Acquisitions, the Scottish National Portrait Gallery and James Holloway, 2002","Aberdeen Art Gallery & Museums","Aberdeen","ABD","NULL","NULL","Bow, Carpet, Door, Dress, Floorboard, Jacket, Jeans, Kilt, Knife, Laundry, Letter, Man, Mug, Musician, Portrait, Postcard, Rucksack, Rug, Settee, Shoe, Shoes, Sofa, Sporran, Trainers, Violin, Violinist, Washing, Washing Line, Vermillion","NULL","NULL",NA,NA,NA,NA
"1161","McRae, Jennifer, b.1959","NULL","Paul Anderson (b.1970)","(study)","2002","oil on canvas","NULL","ABDAG014185","ABD_AAG_ag014185","purchased with the assistance of the National Fund for Acquisitions, the Scottish National Portrait Gallery and James Holloway, 2002","Aberdeen Art Gallery & Museums","Aberdeen","ABD","NULL","NULL","Close Up, Downcast, Ear, Face, Hair, Hairstyle, Jacket, Lips, Man, Mouth, Nose, Portrait, Ruddy, Serious","NULL","NULL",NA,NA,NA,NA
"1162","McRae, Jennifer, b.1959","NULL","Rosalind Lawless (b.1978)","NULL","","oil on canvas","NULL","ABDAG013851","ABD_AAG_013851","purchased with the assistance of the National Fund for Acquisitions and with income from the Webster Bequest, 2000","Aberdeen Art Gallery & Museums","Aberdeen","ABD","NULL","NULL","Black","NULL","NULL",NA,NA,NA,NA
"1163","McTaggart, William, 1835–1910","NULL","The Old Net","NULL","1869","oil on canvas","0","ABDAG004473","ABD_AAG_ag004473","bequeathed by Alexander Macdonald, 1901","Aberdeen Art Gallery & Museums","Aberdeen","ABD","NULL","NULL","NULL","NULL","NULL",NA,NA,NA,NA
"1164","McTaggart, William, 1835–1910","NULL","A Ground Swell, Carradale, Argyll","NULL","1883–1886","oil on canvas","0","ABDAG004474","ABD_AAG_ag004474","purchased with income from the Webster Bequest, 1931","Aberdeen Art Gallery & Museums","Aberdeen","ABD","NULL","NULL","NULL","NULL","NULL",NA,NA,NA,NA
"1165","McTaggart, William, 1835–1910","NULL","Autumn Leaves, Midlothian","NULL","1898","oil on canvas","NULL","ABDAG004475","ABD_AAG_ag004475","purchased with income from the Webster Bequest, 1946","Aberdeen Art Gallery & Museums","Aberdeen","ABD","NULL","NULL","Autumn, Cloud, Countryside, Field, Hill, Landscape, Leaf, People, Person, Sky, Tree, Wall","NULL","NULL",NA,NA,NA,NA
"1166","de Medina, John Baptist, 1659–1710","NULL","Sir George Skene of Wester Fintray and Rubislaw, Provost of Aberdeen (1676–1685)","NULL","","oil on canvas","0","ABDAG004378","ABD_AAG_ag004378","purchased, 1975; curatorial care, City of Aberdeen Collection","Aberdeen Art Gallery & Museums","Aberdeen","ABD","NULL","NULL","NULL","NULL","NULL",NA,NA,NA,NA
"1167","Melville, Arthur, 1855–1904","NULL","Christmas Morning","NULL","NULL","oil on canvas","0","ABDAG004379","ABD_AAG_ag004379","presented by the artist's widow, 1912","Aberdeen Art Gallery & Museums","Aberdeen","ABD","NULL","NULL","NULL","NULL","NULL",NA,NA,NA,NA
"1168","Meninsky, Bernard, 1891–1950","NULL","Still Life, Fruit","NULL","","oil on canvas","0","ABDAG004382","ABD_AAG_AG004382","purchased with income from the Murray Bequest, 1960","Aberdeen Art Gallery & Museums","Aberdeen","ABD","NULL","NULL","Orange","NULL","NULL",NA,NA,NA,NA
"1169","Mercer, William, b.c.1820","NULL","Miss Agnes McCallum","NULL","1836","oil on canvas","NULL","ABDAG004383","ABD_AAG_AG004383","bequeathed by Mrs F. W. Cavey, 1939","Aberdeen Art Gallery & Museums","Aberdeen","ABD","NULL","NULL","Belt, Book, Bow, Bracelet, Buckle, Chain, Curl, Dress, Earring, Hair, Hairstyle, Jewellery, Lace, Necklace, Portrait, Seat, Velvet, Woman","NULL","NULL",NA,NA,NA,NA
"1170","van der Merck, Jacob Fransz., 1610–1664 & van Honthorst, Gerrit, c.1590–1592–1656","attributed to","Portrait of an Unknown Officer","(thought to be Prince Leopold Wilhelm)","","oil on panel","0","ABDAG002771","ABD_AAG_ag002771","presented by Robert Lunan, 1926","Aberdeen Art Gallery & Museums","Aberdeen","ABD","NULL","NULL","NULL","NULL","NULL",NA,NA,NA,NA
"1171","Meston, Meta, c.1919–2005","NULL","Portrait of My Mother","NULL","1945","oil on canvas","NULL","ABDAG014125","ABD_AAG_014125","presented by the artist, 2002","Aberdeen Art Gallery & Museums","Aberdeen","ABD","NULL","NULL","Brown, Coat, Elderly, Face, Fur, Fur Coat, Grey, Grey Hair, Hair, Jacket, Jumper, Mother, Old Woman, Portrait, Sweater, Woman","NULL","NULL",NA,NA,NA,NA
"1172","Michie, Mary, 1885–1919","NULL","Autumn Flowers","NULL","","oil on canvas","0","ABDAG004390","ABD_AAG_AG004390","presented by Sir James Murray, 1910","Aberdeen Art Gallery & Museums","Aberdeen","ABD","NULL","NULL","Flower, Vase","NULL","NULL",NA,NA,NA,NA
"1173","Michie, David Alan Redpath, 1928–2015","NULL","Gypsies at Sintra, Portugal","NULL","1964","oil on board","NULL","ABDAG013615","ABD_AAG_ag013615","Scottish Arts Council Collection Bequest, 1997","Aberdeen Art Gallery & Museums","Aberdeen","ABD","NULL","NULL","Abstract, Black, Blue, Group, Gypsy, Headscarf, House, Landscape, People, Red, Wall, Woman, Women","NULL","NULL",NA,NA,NA,NA
"1174","Michie, James Coutts, 1861–1919","NULL","Elizabeth Crombie Duthie of Ruthrieston","NULL","1885","oil on canvas","NULL","ABDAG003643","ABD_AAG_ag003643","presented by Aberdeen Town Council, 1963","Aberdeen Art Gallery & Museums","Aberdeen","ABD","NULL","NULL","Black Hat, Bonnet, Chair, Earring, Face, Flower, Hat, Muff, Portrait, Red, Sitting, Woman","NULL","NULL",NA,NA,NA,NA
"1175","Michie, James Coutts, 1861–1919","NULL","Street in Tangier, Morocco","NULL","","oil on canvas","0","ABDAG003939","ABD_AAG_AG003939","presented by Sir James Murray, 1910","Aberdeen Art Gallery & Museums","Aberdeen","ABD","NULL","NULL","Building","NULL","NULL",NA,NA,NA,NA
"1176","Michie, David Alan Redpath, 1928–2015","NULL","Three Jugs of Flowers","NULL","1959","oil on board","NULL","ABDAG004384","ABD_AAG_ag004384","purchased with income from the Macdonald Bequest, 1959","Aberdeen Art Gallery & Museums","Aberdeen","ABD","NULL","NULL","Arrangement, Blue, Flower, Jug, Shadow, Table, Vase, Wall","NULL","NULL",NA,NA,NA,NA
"1177","Michie, James Coutts, 1861–1919","NULL","Sir David Murray (1849–1933), RA","NULL","1897","oil on canvas","NULL","ABDAG004386","ABD_AAG_ag004386","bequeathed by Alexander Macdonald, 1901","Aberdeen Art Gallery & Museums","Aberdeen","ABD","NULL","NULL","Artist, Collar, Grey Suit, Man, Moustache, Necktie, Red Tie, Stiff Collar, Suit, Tie, Waistcoat, Wing Collar, Magenta","NULL","NULL",NA,NA,NA,NA
"1178","Michie, James Coutts, 1861–1919","NULL","Old Aberdeen from the South West","NULL","NULL","oil on canvas","0","ABDAG004387","ABD_AAG_ag004387","presented by Mrs J. W. Crombie, 1946","Aberdeen Art Gallery & Museums","Aberdeen","ABD","NULL","NULL","NULL","NULL","NULL",NA,NA,NA,NA
"1179","Michie, David Alan Redpath, 1928–2015","NULL","Still Life, Red Flower","NULL","1960","oil on board","NULL","ABDAG004385","ABD_AAG_004385","presented by Alan Stark, 1975","Aberdeen Art Gallery & Museums","Aberdeen","ABD","NULL","NULL","Flower, Jug, Mug, Still Life, Table, Tablecloth, Teapot, Vase","NULL","NULL",NA,NA,NA,NA
"1180","Michie, James Coutts, 1861–1919","NULL","Girl in a Cottage Interior","NULL","1877","oil on canvas","NULL","ABDAG009608","ABD_AAG_009608","presented by Miss Margaret Scatterty, 1991","Aberdeen Art Gallery & Museums","Aberdeen","ABD","NULL","NULL","Basket, Bellows, Bird, Bird Cage, Birdcage, Bowl, Cage, Candlestick, Chair, Child, Clock, Coat, Cottage, Dress, Fire, Fireplace, Flat Iron, Girl, Interior, Iron, Jacket, Jug, Pendulum, Pot, Room, Shadow, Table, Trivet, Window","NULL","NULL",NA,NA,NA,NA
"1181","Michie, James Coutts, 1861–1919","NULL","At Eventide","NULL","1893","oil on canvas","1","ABDAG004388","ABD_AAG_ABDAG004388","purchased, 1909, not available at the time of photography","Aberdeen Art Gallery & Museums","Aberdeen","ABD","NULL","NULL","NULL","NULL","NULL",NA,NA,NA,NA
"1182","Michie, James Coutts, 1861–1919","NULL","Autumn Shadows","NULL","","oil on canvas","1","ABDAG004389","ABD_AAG_ABDAG004389","presented by Henry Straker, 1913, not available at the time of photography","Aberdeen Art Gallery & Museums","Aberdeen","ABD","NULL","NULL","NULL","NULL","NULL",NA,NA,NA,NA
"1183","Millais, John Everett, 1829–1896","NULL","Self Portrait","NULL","1883","oil on canvas","0","ABDAG004392","ABD_AAG_ag004392b","bequeathed by Alexander Macdonald, 1901","Aberdeen Art Gallery & Museums","Aberdeen","ABD","NULL","NULL","Artist, Collar, Face, Jacket, Man, Pre-raphaelite, Sideburn","NULL","NULL",NA,NA,NA,NA
"1184","Millais, John Everett, 1829–1896","NULL","Bright Eyes","NULL","1877","oil on canvas","0","ABDAG003135","ABD_AAG_ag003135","bequeathed by Alexander Macdonald, 1901","Aberdeen Art Gallery & Museums","Aberdeen","ABD","NULL","NULL","Vermillion","NULL","NULL",NA,NA,NA,NA
"1185","Millais, John Everett, 1829–1896","NULL","The Convalescent","NULL","1875","oil on canvas","0","ABDAG004393","ABD_AAG_ag004393","bequeathed by Alexander Macdonald, 1901","Aberdeen Art Gallery & Museums","Aberdeen","ABD","NULL","NULL","NULL","NULL","NULL",NA,NA,NA,NA
"1186","Millais, John Everett, 1829–1896","NULL","George du Maurier (1834–1896)","NULL","1882","oil on canvas","0","ABDAG004394","ABD_AAG_ag004394b","bequeathed by Alexander Macdonald, 1901","Aberdeen Art Gallery & Museums","Aberdeen","ABD","NULL","NULL","NULL","NULL","NULL",NA,NA,NA,NA
