"","code","fullurl","ratings","F.F.score","patients","surgeryname","address","accepting","url","male","female"
"2083",36202,NA,NA,"74%","6811","Downham Family Medical Practice",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=36202","        
            Additional information
            We are now open on a Thursday evening until 8pm. The appointments on this evening is for pre booked appointments only.

The telephones will be switched over to the out of hours service Seldoc at the ususal time of 6.30pm
        ",NA
"2084",36657,NA,NA,"NO DATA","7069","Morland Road Surgery",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=36657","
                    GPs at this practice
                    2"," and 0 female GPs
                    
                "
"2085",38111,NA,NA,"NO DATA","7787","Nork Clinic",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=38111","
                    GPs at this practice
                    2"," and 2 female GPs
                    
                        Additional languages spoken
                        Arabic, Gujarati, Hindi, Urdu
                    
                "
"2086",39378,NA,NA,"NO DATA","18439","Elm House Surgery",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=39378","
                    GPs at this practice
                    3"," and 2 female GPs
                    
                "
"2087",38290,NA,NA,"94%","10286","Kelsey Healthcare Limited",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=38290","
                    GPs at this practice
                    0"," and 2 female GPs
                    
                "
"2088",41533,NA,NA,"90%","11782","Beauchamp House",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=41533","
                    GPs at this practice
                    3"," and 5 female GPs
                    
                "
"2089",38679,NA,NA,"NO DATA","9365","The Long Melford Practice (Lavenham)",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=38679","
                    GPs at this practice
                    3"," and 5 female GPs
                    
                "
"2090",35206,NA,NA,"88%","6479","St James' Practice",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=35206","
                    GPs at this practice
                    2"," and 3 female GPs
                    
                "
"2091",95045,NA,NA,"NO DATA","10466","ICO HEALTH GROUP - Chinbrook Road Surgery",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=95045","        
            Additional information
            Although this surgery is closed on a Wednesday you can still call the main surgery number on 020 3640 2090 (8:00-18:30 Monday to Friday) to book appointments or to see a doctor at any of our other sites. 

Call Main Surgery at Moorside 020 3640 2090 for results and any other queries .

        ",NA
"2092",35796,NA,NA,"100%","8565","Eden Park Surgery",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=35796","
                    GPs at this practice
                    2"," and 5 female GPs
                    
                "
"2093",37803,NA,NA,"NO DATA","4814","Cranham Health Centre",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=37803","        
            Additional information
             Nurses appointments, other than for immunisations, are available between 6.30 -7.00pm on Mondays, Tuesdays and Thursdays.  
Doctors and nurses appointments are available between 9.00 - 11.00am alternate Saturdays, when telephone access will only be available between 9.00  and 10.00am. 
        ",NA
"2094",46169,NA,NA,"NO DATA","12933","Wood Street Surgery",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=46169","        
            Additional information
            Great Baddow, Galleywood, Chelmsford.
        ",NA
"2095",45178,NA,NA,"NO DATA","5670","Manor Road Surgery",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=45178","
                    GPs at this practice
                    0"," and 0 female GP
                    
                "
"2096",38337,NA,NA,"NO DATA","9109","School Lane Surgery",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=38337","
                    GPs at this practice
                    2"," and 4 female GPs
                    
                "
"2097",38253,NA,NA,"NO DATA","4675","Dr GUPTA & partner",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=38253","
                    GPs at this practice
                    1"," and 1 female GPs
                    
                        Additional languages spoken
                        Hindi, Punjabi, Urdu
                    
                "
"2098",37536,NA,NA,"NO DATA","23146","Great Cornard Surgery",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=37536","
                    GPs at this practice
                    4"," and 5 female GPs
                    
                "
"2099",41652,NA,NA,"100%","8751","Corner Ways Surgery",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=41652","
                    GPs at this practice
                    2"," and 2 female GPs
                    
                "
"2100",36545,NA,NA,"NO DATA","2470","Wallington Medical Centre",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=36545","
                    GPs at this practice
                    2"," and 1 female GPs
                    
                        Additional languages spoken
                        Bangladeshi, Urdu
                    
                "
"2101",42860,NA,NA,"NO DATA","5886","Edridge Road Community Health Centre",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=42860","        
            Additional information
            We are not open on Public Holidays. We can only see registered patients.
        ",NA
"2102",45005,NA,NA,"NO DATA","16064","Owls Hill Surgery",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=45005","
                    GPs at this practice
                    1"," and 0 female GP
                    
                "
"2103",39752,NA,NA,"NO DATA","11465","Bellegrove Surgery",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=39752","
                    GPs at this practice
                    1"," and 2 female GPs
                    
                        Additional languages spoken
                        Bulgarian, Russian
                    
                "
"2104",35826,NA,NA,"NO DATA","12239","South Holderness Medical Practice",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=35826","
                    GPs at this practice
                    7"," and 1 female GPs
                    
                        Additional languages spoken
                        Eritrean
                    
                "
"2105",37265,NA,NA,"NO DATA","8494","Dr C Wilcock & Partners",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=37265","        
            Additional information
            In addition to our normal surgery times we are able to offer a limited number of appointments during Extended Hours.  These appointments are intended for those patients that would find it difficult to attend during our normal surgery times.  In addition to Extended Hours we are also able to offer a limited number of appointments outside of our normal surgery times during the day, for example at lunchtimes or early afternoon.  If you would like to make an appointment during our Extended Hours or at a time outside of our normal hours then please advise the receptionist and we will do our best to accommodate your request. 

        ",NA
